2025-09-24 22:03:02.821668 +05:30: Daemon started successfully
2025-09-24 22:03:14.516806 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-b6899cb0c7431f82/invoked.timestamp
2025-09-24 22:03:14.517095 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/.rustc_info.json
2025-09-24 22:03:26.048610 +05:30: File changed: /Users/mukesh/projects/LintPulse/src/watcher.rs
2025-09-24 22:03:26.260137 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/.rustc_info.json
2025-09-24 22:03:26.282040 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/bin-lintpulse
2025-09-24 22:03:26.282113 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/output-bin-lintpulse
2025-09-24 22:03:26.282160 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/test-bin-lintpulse
2025-09-24 22:03:26.282199 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/output-test-bin-lintpulse
2025-09-24 22:03:26.282241 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/libc-27ba057bae1f1744/build-script-build
2025-09-24 22:03:26.282312 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/proc-macro2-f31282f1bf407fdb/build-script-build
2025-09-24 22:03:26.282358 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/unicase-3f986b8ec53405a3/build-script-build
2025-09-24 22:03:26.282402 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/serde_core-417f0deb54a7542c/build-script-build
2025-09-24 22:03:26.282927 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/rand_chacha-13e4b7ed0d253711/build-script-build
2025-09-24 22:03:26.283005 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/rand_pcg-95c1454860fcddd0/build-script-build
2025-09-24 22:03:26.283041 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/rand-fc5aae0121eccdc0/build-script-build
2025-09-24 22:03:26.283078 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/httparse-cf2d93bb4ba0378f/build-script-build
2025-09-24 22:03:26.283109 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/mime_guess-397fc96b963af306/build-script-build
2025-09-24 22:03:26.283143 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/num-traits-1a3631f31fe72eda/build-script-build
2025-09-24 22:03:26.287699 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/serde-27bdf1dda35bed12/build-script-build
2025-09-24 22:03:26.287796 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/invoked.timestamp
2025-09-24 22:03:26.287865 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/invoked.timestamp
2025-09-24 22:03:26.309374 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v.lock
2025-09-24 22:03:26.309510 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl.lock
2025-09-24 22:03:26.309582 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working
2025-09-24 22:03:26.309635 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working
2025-09-24 22:03:26.309697 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/query-cache.bin
2025-09-24 22:03:26.309745 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/query-cache.bin
2025-09-24 22:03:26.309800 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/dep-graph.bin
2025-09-24 22:03:26.309842 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/dep-graph.bin
2025-09-24 22:03:26.309892 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/work-products.bin
2025-09-24 22:03:26.309935 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf23twmsu-0q5jxbr-9x4hjsw3qsgqt9pmswikt1x3s
2025-09-24 22:03:26.310044 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/work-products.bin
2025-09-24 22:03:26.310123 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf23twmsv-0yet53x-9xriykn7r4wo31x1ppwg8t6q7
2025-09-24 22:03:26.311238 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/dep-graph.part.bin
2025-09-24 22:03:26.311355 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/query-cache.bin
2025-09-24 22:03:26.311401 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/dep-graph.bin
2025-09-24 22:03:26.311451 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/dep-graph.part.bin
2025-09-24 22:03:26.311506 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/work-products.bin
2025-09-24 22:03:26.311544 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/query-cache.bin
2025-09-24 22:03:26.311627 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/dep-graph.bin
2025-09-24 22:03:26.311702 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/work-products.bin
2025-09-24 22:03:26.311774 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working
2025-09-24 22:03:26.311814 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working
2025-09-24 22:03:26.312016 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp.lock
2025-09-24 22:03:26.312087 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f.lock
2025-09-24 22:03:26.312148 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/dep-graph.part.bin
2025-09-24 22:03:26.312264 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/dep-graph.part.bin
2025-09-24 22:03:26.312343 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/query-cache.bin
2025-09-24 22:03:26.312380 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/query-cache.bin
2025-09-24 22:03:26.313995 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/dep-graph.bin
2025-09-24 22:03:26.314090 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/dep-graph.bin
2025-09-24 22:03:26.314129 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/work-products.bin
2025-09-24 22:03:26.314155 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working
2025-09-24 22:03:26.314191 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/work-products.bin
2025-09-24 22:03:26.314217 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working
2025-09-24 22:03:26.314302 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm.lock
2025-09-24 22:03:26.314332 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9.lock
2025-09-24 22:03:26.314367 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/dep-graph.part.bin
2025-09-24 22:03:26.314426 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/dep-graph.part.bin
2025-09-24 22:03:26.401021 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/deps/lintpulse-4b88f2ff59a74eca.d
2025-09-24 22:03:26.401470 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/deps/lintpulse-c0584767108820d2.d
2025-09-24 22:03:26.575274 +05:30: Processing file: /Users/mukesh/projects/LintPulse/src/watcher.rs
2025-09-24 22:03:26.576252 +05:30: Format executed: rustfmt /Users/mukesh/projects/LintPulse/src/watcher.rs
2025-09-24 22:03:26.576254 +05:30: Lint executed: cargo clippy --quiet
2025-09-24 22:03:26.739892 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-b6899cb0c7431f82/output-bin-lintpulse
2025-09-24 22:03:26.745692 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-b6899cb0c7431f82/invoked.timestamp
2025-09-24 22:03:26.757119 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf259k3o6-1iekk1g.lock
2025-09-24 22:03:26.757179 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf259k3o6-1iekk1g-working
2025-09-24 22:03:26.769006 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf2512v7o-0lthamq-working/dep-graph.part.bin
2025-09-24 22:03:26.769079 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf2512v7o-0lthamq-working
2025-09-24 22:03:26.769116 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf2512v7o-0lthamq.lock
2025-09-24 22:03:26.769151 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf251xsm8-1hgr5zb-working/dep-graph.part.bin
2025-09-24 22:03:26.769188 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf251xsm8-1hgr5zb-working
2025-09-24 22:03:26.769228 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf251xsm8-1hgr5zb.lock
2025-09-24 22:03:26.769266 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf259k3o6-1iekk1g-working/dep-graph.part.bin
2025-09-24 22:03:26.779469 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/deps/lintpulse-b6899cb0c7431f82.d
2025-09-24 22:03:26.783320 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/output-bin-lintpulse
2025-09-24 22:03:26.783424 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/test-bin-lintpulse
2025-09-24 22:03:26.783492 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/rand_pcg-95c1454860fcddd0/build-script-build
2025-09-24 22:03:26.783543 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/output-test-bin-lintpulse
2025-09-24 22:03:26.783600 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/num-traits-1a3631f31fe72eda/build-script-build
2025-09-24 22:03:26.783646 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/mime_guess-397fc96b963af306/build-script-build
2025-09-24 22:03:26.783692 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/rand-fc5aae0121eccdc0/build-script-build
2025-09-24 22:03:26.783735 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/httparse-cf2d93bb4ba0378f/build-script-build
2025-09-24 22:03:26.783780 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/proc-macro2-f31282f1bf407fdb/build-script-build
2025-09-24 22:03:26.783824 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/serde_core-417f0deb54a7542c/build-script-build
2025-09-24 22:03:26.783870 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/rand_chacha-13e4b7ed0d253711/build-script-build
2025-09-24 22:03:26.783913 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/libc-27ba057bae1f1744/build-script-build
2025-09-24 22:03:26.783956 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/bin-lintpulse
2025-09-24 22:03:26.784014 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/unicase-3f986b8ec53405a3/build-script-build
2025-09-24 22:03:26.784061 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/.rustc_info.json
2025-09-24 22:03:26.888230 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/query-cache.bin
2025-09-24 22:03:26.888352 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working
2025-09-24 22:03:26.888422 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9.lock
2025-09-24 22:03:26.888482 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working
2025-09-24 22:03:26.888590 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf23twmsu-0q5jxbr-9x4hjsw3qsgqt9pmswikt1x3s
2025-09-24 22:03:26.888706 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/dep-graph.part.bin
2025-09-24 22:03:26.888777 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/work-products.bin
2025-09-24 22:03:26.888843 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/work-products.bin
2025-09-24 22:03:26.888905 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/work-products.bin
2025-09-24 22:03:26.888978 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f.lock
2025-09-24 22:03:26.889043 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf23twmsv-0yet53x-9xriykn7r4wo31x1ppwg8t6q7
2025-09-24 22:03:26.889127 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v.lock
2025-09-24 22:03:26.889181 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working
2025-09-24 22:03:26.889255 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/query-cache.bin
2025-09-24 22:03:26.889325 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working
2025-09-24 22:03:26.889389 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/query-cache.bin
2025-09-24 22:03:26.889452 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/dep-graph.bin
2025-09-24 22:03:26.889515 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working
2025-09-24 22:03:26.889569 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/query-cache.bin
2025-09-24 22:03:26.889636 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp.lock
2025-09-24 22:03:26.889699 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/work-products.bin
2025-09-24 22:03:26.889763 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/dep-graph.part.bin
2025-09-24 22:03:26.889821 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf250v2by-09hjp8f-working/dep-graph.bin
2025-09-24 22:03:26.889878 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/invoked.timestamp
2025-09-24 22:03:26.889930 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/work-products.bin
2025-09-24 22:03:26.889987 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/dep-graph.bin
2025-09-24 22:03:26.890043 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/dep-graph.part.bin
2025-09-24 22:03:26.890103 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/dep-graph.part.bin
2025-09-24 22:03:26.890186 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/invoked.timestamp
2025-09-24 22:03:26.890238 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/query-cache.bin
2025-09-24 22:03:26.890299 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working/work-products.bin
2025-09-24 22:03:26.890356 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm-working/dep-graph.bin
2025-09-24 22:03:26.890417 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/dep-graph.part.bin
2025-09-24 22:03:26.890479 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf251letm-1tz2yh9-working/dep-graph.bin
2025-09-24 22:03:26.890538 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl.lock
2025-09-24 22:03:26.890594 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf251letl-15mfqfp-working
2025-09-24 22:03:26.890651 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/dep-graph.part.bin
2025-09-24 22:03:26.890707 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf250v1t7-0r4iepm.lock
2025-09-24 22:03:26.890759 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-2xniugwga4ued/s-hbf259ah04-14f79fl-working/query-cache.bin
2025-09-24 22:03:26.890819 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/build/serde-27bdf1dda35bed12/build-script-build
2025-09-24 22:03:26.890874 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-163ipmx0bwobq/s-hbf259ah04-1ykdw3v-working/dep-graph.bin
2025-09-24 22:03:26.996097 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/deps/lintpulse-c0584767108820d2.d
2025-09-24 22:03:26.996245 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/deps/lintpulse-4b88f2ff59a74eca.d
2025-09-24 22:03:27.310107 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf259k3o6-1iekk1g-working
2025-09-24 22:03:27.310731 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/deps/lintpulse-b6899cb0c7431f82.d
2025-09-24 22:03:27.311028 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-b6899cb0c7431f82/invoked.timestamp
2025-09-24 22:03:27.311270 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf2512v7o-0lthamq-working/dep-graph.part.bin
2025-09-24 22:03:27.311533 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf251xsm8-1hgr5zb-working
2025-09-24 22:03:27.311758 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf259k3o6-1iekk1g-working/dep-graph.part.bin
2025-09-24 22:03:27.311992 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf251xsm8-1hgr5zb.lock
2025-09-24 22:03:27.312207 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-b6899cb0c7431f82/output-bin-lintpulse
2025-09-24 22:03:27.312440 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf2512v7o-0lthamq-working
2025-09-24 22:03:27.312652 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf259k3o6-1iekk1g.lock
2025-09-24 22:03:27.313002 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf251xsm8-1hgr5zb-working/dep-graph.part.bin
2025-09-24 22:03:27.313208 +05:30: Processing file: /Users/mukesh/projects/LintPulse/target/debug/incremental/lintpulse-0tj58ezckj6fg/s-hbf2512v7o-0lthamq.lock
2025-09-24 22:04:08.723235 +05:30: File changed: /Users/mukesh/projects/LintPulse/src/watcher.rs
2025-09-24 22:04:09.148583 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/.rustc_info.json
2025-09-24 22:04:09.272482 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/bin-lintpulse
2025-09-24 22:04:09.272578 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-4b88f2ff59a74eca/output-bin-lintpulse
2025-09-24 22:04:09.279083 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/test-bin-lintpulse
2025-09-24 22:04:09.279123 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/.fingerprint/lintpulse-c0584767108820d2/output-test-bin-lintpulse
2025-09-24 22:04:09.279150 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/libc-27ba057bae1f1744/build-script-build
2025-09-24 22:04:09.279178 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/proc-macro2-f31282f1bf407fdb/build-script-build
2025-09-24 22:04:09.279204 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/unicase-3f986b8ec53405a3/build-script-build
2025-09-24 22:04:09.279229 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/rand_pcg-95c1454860fcddd0/build-script-build
2025-09-24 22:04:09.279253 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/rand_chacha-13e4b7ed0d253711/build-script-build
2025-09-24 22:04:09.280600 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/rand-fc5aae0121eccdc0/build-script-build
2025-09-24 22:04:09.280642 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/serde_core-417f0deb54a7542c/build-script-build
2025-09-24 22:04:09.280678 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/httparse-cf2d93bb4ba0378f/build-script-build
2025-09-24 22:04:09.280712 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/mime_guess-397fc96b963af306/build-script-build
2025-09-24 22:04:09.280743 +05:30: File changed: /Users/mukesh/projects/LintPulse/target/debug/build/num-traits-1a3631f31fe72eda/build-script-build
2025-09-24 22:04:09.283886 +05:30: Processing file: /Users/mukesh/projects/LintPulse/src/watcher.rs
